name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
BNA1267,"Stadtwerke München GmbH",,84184,Tiefenbach,DE,18,Hydro,Run-of-river,no,1951,,48.515233,12.101041,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1269,"innogy SE",,54234,Trier,DE,18.8,Hydro,Run-of-river,no,1962,,49.728029,6.624451,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1273,"Uniper Kraftwerke GmbH ",Einsiedl,82432,Walchensee,DE,12.8,Hydro,Run-of-river,no,1955,,47.554694,11.291366,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1274,"Uniper Kraftwerke GmbH ","Kraftwerkstraße 1",94522,Wallersorf/Ettling,DE,12.6,Hydro,Run-of-river,no,1988,,48.6960722,12.7977619,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1287,"innogy SE",,54492,Zeltingen,DE,13.6,Hydro,Run-of-river,no,1964,,49.951074,7.023166,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1466,"Alzkraftwerke Heider GmbH","Mühlthal 1",84579,Unterneukirchen,DE,18.95,Hydro,Run-of-river,no,1920,,48.15393,12.65242,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0115,"Lausitz Energie Kraftwerke AG",Werkstraße,4007,Böhlen,DE,875,Lignite,"Steam turbine",yes,2000,,51.182122,12.373287,11WD8LIPD1L----P,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0116,"EnBW Energie Baden-Württemberg AG",Werkstraße,4564,Böhlen,DE,875,Lignite,"Steam turbine",yes,1999,,51.182122,12.373287,11WD8LIPD1L----P,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0122,"Lausitz Energie Kraftwerke AG","Am Kraftwerk 1",2943,Boxberg,DE,465,Lignite,"Steam turbine",yes,1979,,51.41626317,14.56194878,11WD8BOXB1L----J,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0123,"Lausitz Energie Kraftwerke AG","Am Kraftwerk 1",2943,Boxberg,DE,465,Lignite,"Steam turbine",yes,1980,,51.41626317,14.56194878,11WD8BOXB1L----J,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0124,"Lausitz Energie Kraftwerke AG","Am Kraftwerk 1",2943,Boxberg,DE,857,Lignite,"Steam turbine",yes,2000,,51.41626317,14.56194878,11WD8BOXB1L----J,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0177,"eins - energie in sachsen GmbH & Co. KG",,9115,Chemnitz,DE,56.8,Lignite,"Steam turbine",yes,1988,,50.856981,12.923096,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0179,"eins - energie in sachsen GmbH & Co. KG",,9116,Chemnitz,DE,90.8,Lignite,"Steam turbine",yes,1990,,50.856981,12.923096,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0183,"Stadtwerke Cottbus mbH",,3052,Cottbus,DE,74,Lignite,"Steam turbine",yes,1999,,51.76017,14.37004,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0196,"Mitteldeutsche Braunkohlengesellschaft mbH",,6682,Teuchern,DE,67,Lignite,"Steam turbine",yes,1936,,51.11187,12.07617,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0292,"RWE Power AG",,50226,Frechen,DE,176,Lignite,"Steam turbine",yes,1959,CHP,50.8976,6.793099,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0302,"RWE Power AG",,41517,Frimmersdorf,DE,129,Lignite,"Steam turbine",no,1957,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0303,"RWE Power AG",,41517,Frimmersdorf,DE,130,Lignite,"Steam turbine",no,1957,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0304,"RWE Power AG",,41517,Frimmersdorf,DE,124,Lignite,"Steam turbine",no,1960,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0305,"RWE Power AG",,41517,Grevenbroich-Frimmersdorf,DE,130,Lignite,"Steam turbine",no,1959,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0306,"RWE Power AG",,41517,Grevenbroich-Frimmersdorf,DE,132,Lignite,"Steam turbine",no,1960,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0307,"RWE Power AG",,41517,Frimmersdorf,DE,128,Lignite,"Steam turbine",no,1960,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0308,"RWE Power AG",,41517,Frimmersdorf,DE,136,Lignite,"Steam turbine",no,1962,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0309,"RWE Power AG",,41517,Grevenbroich-Frimmersdorf,DE,135,Lignite,"Steam turbine",no,1964,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0310,"RWE Power AG",,41517,Grevenbroich-Frimmersdorf,DE,138,Lignite,"Steam turbine",no,1962,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0311,"RWE Power AG",,41517,Grevenbroich-Frimmersdorf,DE,131,Lignite,"Steam turbine",no,1962,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0312,"RWE Power AG",,41517,Grevenbroich-Frimmersdorf,DE,133,Lignite,"Steam turbine",no,1964,,51.05744518,6.577080395,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0313,"RWE Power AG",,41517,Grevenbroich-Frimmersdorf,DE,284,Lignite,"Steam turbine",yes,1966,CHP,51.05744518,6.577080395,11WD7FRIM2B-KW-M,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0314,"RWE Power AG",,41517,Grevenbroich-Frimmersdorf,DE,278,Lignite,"Steam turbine",no,1970,,51.05744518,6.577080395,11WD7FRIM2B-KW-M,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0439,"Helmstedter Revier GmbH",,38350,Helmstedt,DE,352,Lignite,"Steam turbine",no,1985,,52.17237156,10.97682873,11WD2BUSC0002637,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0489,"RWE Power AG",,50354,Hürth,DE,40,Lignite,"Steam turbine",yes,1992,,50.8608,6.8402,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0490a,"RWE Power AG",,50354,Hürth,DE,0,Lignite,"Steam turbine",yes,1993,,50.8608,6.8402,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0490b,"RWE Power AG",,50354,Hürth,DE,45,Lignite,"Steam turbine",yes,1993,,50.8608,6.8402,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0491,"RWE Power AG",,50354,Hürth,DE,98,Lignite,"Steam turbine",yes,1917,,50.86138,6.84066,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0523,"Städtische Werke Energie + Wärme GmbH",,34134,Kassel,DE,33.5,Lignite,"Steam turbine",yes,1989,,51.279099,9.484012,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0543,"RheinEnergie AG",,50769,Köln,DE,75.3,Lignite,"Steam turbine",yes,2010,,51.01781,6.96435,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0680,"Mitteldeutsche Braunkohlengesellschaft mbH",,4613,Mumsdorf,DE,60,Lignite,"Steam turbine",yes,1968,,51.07114395,12.26081401,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0696,"RWE Power AG",,41517,Grevenbroich-Neurath,DE,294,Lignite,"Steam turbine",no,1972,,51.039475,6.615041,11WD7NEUR-B-KW-B,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0697,"RWE Power AG",,41517,Grevenbroich-Neurath,DE,294,Lignite,"Steam turbine",no,1972,,51.039475,6.615041,11WD7NEUR-B-KW-B,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0698,"RWE Power AG",,41517,Grevenbroich-Neurath,DE,292,Lignite,"Steam turbine",no,1973,,51.039475,6.615041,11WD7NEUR-B-KW-B,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0699,"RWE Power AG",,41517,Grevenbroich-Neurath,DE,607,Lignite,"Steam turbine",yes,1975,,51.039475,6.615041,11WD7NEUR-B-KW-B,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0700,"RWE Power AG",,41517,Grevenbroich-Neurath,DE,604,Lignite,"Steam turbine",yes,1976,,51.039475,6.615041,11WD7NEUR-B-KW-B,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0705,"RWE Power AG",,50129,Bergheim,DE,297,Lignite,"Steam turbine",yes,1968,,50.995692,6.669039,11WD7NIED-B-KW-5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0706,"RWE Power AG",,50129,Bergheim,DE,299,Lignite,"Steam turbine",yes,1971,,50.995692,6.669039,11WD7NIED-B-KW-5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0707,"RWE Power AG",,50129,Bergheim,DE,648,Lignite,"Steam turbine",yes,1974,,50.995692,6.669039,11WD7NIED-B-KW-5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0708,"RWE Power AG",,50129,Bergheim,DE,628,Lignite,"Steam turbine",yes,1974,,50.995692,6.669039,11WD7NIED-B-KW-5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0709,"RWE Power AG",,50129,Bergheim,DE,944,Lignite,"Steam turbine",yes,2002,,50.995692,6.669039,11WD7NIED-B-KW-5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0710,"RWE Power AG",,50129,Bergheim,DE,125,Lignite,"Steam turbine",no,1963,,50.995692,6.669039,11WD7NIED-B-KW-5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0711,"RWE Power AG",,50129,Bergheim,DE,125,Lignite,"Steam turbine",no,1963,,50.995692,6.669039,11WD7NIED-B-KW-5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0712,"RWE Power AG",,50129,Bergheim,DE,295,Lignite,"Steam turbine",yes,1965,,50.995692,6.669039,11WD7NIED-B-KW-5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0713,"RWE Power AG",,50129,Bergheim,DE,295,Lignite,"Steam turbine",no,1970,,50.995692,6.669039,11WD7NIED-B-KW-5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0714,"RWE Power AG",,50129,Bergheim,DE,15,Lignite,"Steam turbine",yes,1939,,50.945598,6.663576,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0785,"Lausitz Energie Kraftwerke AG",Kraftwerksstraße,3185,Peitz,DE,465,Lignite,"Steam turbine",yes,1981,,51.83444099,14.45903778,11WD8JAEN1L----Z,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0786,"Lausitz Energie Kraftwerke AG",Kraftwerksstraße,3185,Peitz,DE,465,Lignite,"Steam turbine",yes,1982,,51.83444099,14.45903778,11WD8JAEN1L----Z,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0787,"Lausitz Energie Kraftwerke AG",Kraftwerksstraße,3185,Peitz,DE,465,Lignite,"Steam turbine",yes,1984,,51.83444099,14.45903778,11WD8JAEN1L----Z,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0788,"Lausitz Energie Kraftwerke AG",Kraftwerksstraße,3185,Peitz,DE,465,Lignite,"Steam turbine",yes,1985,,51.83444099,14.45903778,11WD8JAEN1L----Z,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0789,"Lausitz Energie Kraftwerke AG",Kraftwerksstraße,3185,Peitz,DE,465,Lignite,"Steam turbine",yes,1987,,51.83444099,14.45903778,11WD8JAEN1L----Z,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0790,"Lausitz Energie Kraftwerke AG",Kraftwerksstraße,3185,Peitz,DE,465,Lignite,"Steam turbine",yes,1989,,51.83444099,14.45903778,11WD8JAEN1L----Z,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0878,"Uniper Kraftwerke GmbH ",,6258,Schkopau,DE,450,Lignite,"Steam turbine",yes,1996,,51.39845463,11.9504201,11WD8SCHK1L----O,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0879,"Uniper Kraftwerke GmbH ",,6258,Schkopau,DE,450,Lignite,"Steam turbine",yes,1996,,51.39845463,11.9504201,11WD8SCHK1L----O,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0914,"Lausitz Energie Kraftwerke AG","An der alten Ziegelei 1",3130,Spremberg,DE,750,Lignite,"Steam turbine",yes,1997,,51.53482028,14.35312271,11WD8SWPU1L----5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0915,"Lausitz Energie Kraftwerke AG","An der alten Ziegelei 1",3130,Spremberg,DE,750,Lignite,"Steam turbine",yes,1998,,51.53482028,14.35312271,11WD8SWPU1L----5,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1002,"Mitteldeutsche Braunkohlengesellschaft mbH",,6679,Wählitz,DE,31,Lignite,"Steam turbine",yes,1994,,51.16664,12.07622,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1021,"RWE Power AG",,52249,Eschweiler-Weisweiler,DE,123,Lignite,"Steam turbine",yes,1955,,50.839167,6.321111,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1022,"RWE Power AG",,52249,Eschweiler-Weisweiler,DE,135,Lignite,"Steam turbine",no,1959,,50.839167,6.321111,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1025,"RWE Power AG",,52249,Eschweiler-Weisweiler,DE,321,Lignite,"Steam turbine",no,1965,,50.839167,6.321111,11WD7WEIS-B-KW-C,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1026,"RWE Power AG",,52249,Eschweiler-Weisweiler,DE,321,Lignite,"Steam turbine",no,1967,,50.839167,6.321111,11WD7WEIS-B-KW-C,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1027,"RWE Power AG",,52249,Eschweiler-Weisweiler,DE,663,Lignite,"Steam turbine",yes,1974,,50.839167,6.321111,11WD7WEIS-B-KW-C,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1028,"RWE Power AG",,52249,Eschweiler-Weisweiler,DE,656,Lignite,"Steam turbine",yes,1975,,50.839167,6.321111,11WD7WEIS-B-KW-C,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1097,"Smurfit Kappa Zülpich Papier GmbH","Bessenicher Weg",53909,Zülpich,DE,19.5,Lignite,"Steam turbine",yes,2010,,50.7055,6.65362,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1141,"Pfeifer & Langen GmbH & Co. KG","Bonner Strasse 2",53879,Euskirchen,DE,14.5,Lignite,"Steam turbine",yes,1979,,50.65803,6.81012,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1164,"Pfeifer & Langen GmbH & Co. KG","Dürenerstr. 20",52428,Jülich,DE,23.22,Lignite,"Steam turbine",yes,2004,,50.91517,6.36935,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1185,"Pfeifer & Langen GmbH & Co. KG","An den Sieben Stücken",6420,Könnern,DE,20.3,Lignite,"Steam turbine",yes,2014,,51.69784,11.7581,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1293a,"Martinswerk GmbH","Kölner Straße 110",50127,Bergheim,DE,10,Lignite,"Steam turbine",yes,1995,,50.94564,6.66503,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1293b,"Martinswerk GmbH","Kölner Straße 110",50127,Bergheim,DE,10,Lignite,"Steam turbine",yes,1995,,50.94564,6.66503,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1400a,"Südzucker AG, Werk Zeitz","Albrechtstr. 54",6712,Zeitz,DE,23.3,Lignite,"Steam turbine",yes,1993,,51.04885,12.11038,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1401a,"RWE Power AG","Energiestraße 101",41517,Grevenbroich,DE,1060,Lignite,"Steam turbine",no,2012,,51.0365,6.61332,11WD7NEUR-B-KW-B,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1401b,"RWE Power AG","Energiestraße 101",41517,Grevenbroich,DE,1060,Lignite,"Steam turbine",no,2012,,51.0365,6.61332,11WD7NEUR-B-KW-B,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1404,"Lausitz Energie Kraftwerke AG","Am Kraftwerk 1",2943,Boxberg,DE,640,Lignite,"Steam turbine",no,2012,,51.41918,14.5698,11WD8BOXB1L----J,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1451,"Venator Germany GmbH",,47198,Duisburg,DE,27.5,Lignite,"Steam turbine",yes,1964,,51.44089,6.70543,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1486,"ROMONTA GmbH","Chausseestraße 1",6317,"Seegebiet Mansfelder Land",DE,45,Lignite,"Steam turbine",yes,1979,,51.462749,11.714028,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA1511a,"Papierfabrik Schoellershammer H. A. Schoeller Söhne GmbH & Co KG","Kreuzauer Str. 18",52355,Düren,DE,9.3,Lignite,"Steam turbine",yes,1983,,50.77701,6.48605,,"Fossil fuels",Lignite,,,,BNetzA/UBA
BNA0005,"Lausitz Energie Kraftwerke AG","Lindenberger Weg",16356,Ahrensfelde,DE,37.5,"Natural gas","Gas turbine",no,1990,,52.58950001,13.5586524,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0006,"Lausitz Energie Kraftwerke AG","Lindenberger Weg",16356,Ahrensfelde,DE,37.5,"Natural gas","Gas turbine",no,1990,,52.58950001,13.5586524,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0007,"Lausitz Energie Kraftwerke AG","Lindenberger Weg",16356,Ahrensfelde,DE,37.5,"Natural gas","Gas turbine",no,1990,,52.58950001,13.5586524,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0008,"Lausitz Energie Kraftwerke AG","Lindenberger Weg",16356,Ahrensfelde,DE,37.5,"Natural gas","Gas turbine",no,1990,,52.58950001,13.5586524,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0012b,"Sappi Alfeld GmbH","Mühlenmarsch 1",31061,Alfeld,DE,11,"Natural gas","Steam turbine",yes,1947,,51.98513,9.82246,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0015,"EnBW Energie Baden-Württemberg AG","Industriestraße 11",73776,Altbach,DE,65,"Natural gas","Gas turbine",yes,1997,,48.717611,9.374917,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0016,"EnBW Energie Baden-Württemberg AG","Industriestraße 11",73776,Altbach,DE,50,"Natural gas","Gas turbine",no,1971,,48.717611,9.374917,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0017,"EnBW Energie Baden-Württemberg AG","Industriestraße 11",73776,Altbach,DE,57,"Natural gas","Gas turbine",no,1973,,48.717611,9.374917,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0018,"EnBW Energie Baden-Württemberg AG","Industriestraße 11",73776,Altbach,DE,81,"Natural gas","Gas turbine",no,1975,,48.717611,9.374917,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0025,"Suiker Unie GmbH & Co. KG","Bluthsluster Str. 24",17389,Anklam,DE,15.1,"Natural gas","Steam turbine",yes,1993,,53.85625,13.7101,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0033,"Stadtwerke Augsburg Energie GmbH","Beim Grenzgraben 10",86167,"Augsburg ",DE,30.7,"Natural gas","Gas turbine",yes,2004,,48.40099,10.93576,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0051,"Cargill Deutschland GmbH","Monplaisirstr. 22",39249,Barby,DE,17.8,"Natural gas","Steam turbine",yes,1994,,51.983192,11.87656,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0059a,"Volkswagen AG",,34225,Baunatal,DE,12.2,"Natural gas","Steam turbine",yes,,,51.25883,9.43341,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0059b,"Volkswagen AG",,34225,Baunatal,DE,78,"Natural gas","Combined cycle",yes,2011,,51.25308,9.4379,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0073,"Vattenfall Wärme Berlin AG","Köpenicker Straße 60",10179,Berlin,DE,444,"Natural gas","Combined cycle",yes,1996,,52.51172353,13.4209156,11WD8MITT5G----0,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0074,"Vattenfall Wärme Berlin AG","Am Spreebord 5",10589,Berlin,DE,144,"Natural gas","Steam turbine",yes,1975,,52.52185624,13.31109524,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0075,"Vattenfall Wärme Berlin AG","Ostpreußendamm 61",12207,Berlin,DE,144,"Natural gas","Steam turbine",yes,1972,,52.42520804,13.30976486,11WD8LICH5G----1,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0076,"Vattenfall Wärme Berlin AG","Ostpreußendamm 61",12207,Berlin,DE,144,"Natural gas","Steam turbine",yes,1974,,52.42520804,13.30976486,11WD8LICH5G----1,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0080,"Vattenfall Europe Wärme AG","Ostpreußendamm 61",12207,Berlin,DE,144,"Natural gas","Steam turbine",yes,,,52.42520804,13.30976486,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0081,"Vattenfall Wärme Berlin AG","Köpenicker Chaussee 42 - 45 ",10317,Berlin,DE,164,"Natural gas","Steam turbine",yes,1981,CHP,52.48891639,13.49696159,11WD8KLIN5X----0,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0088a,"Solvay Chemicals GmbH",,6406,Bernburg,DE,140.5,"Natural gas","Combined cycle",yes,1994,IPP,51.802609,11.751511,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0098,"Stadtwerke Bielefeld GmbH",,33611,Bielefeld,DE,23,"Natural gas","Steam turbine",yes,1977,,52.033503,8.539061,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0099,"Uniper Kraftwerke GmbH ",,33649,Bielefeld,DE,55,"Natural gas","Gas turbine",no,1975,,51.98396,8.45139,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0100,"Stadtwerke Bielefeld GmbH",,33697,Bielefeld,DE,37.5,"Natural gas","Combined cycle",yes,2005,,52.033503,8.539061,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0101,"Stadtwerke Bielefeld GmbH",,33611,Bielefeld,DE,41,"Natural gas","Steam turbine",yes,1966,,52.033503,8.539061,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0105,"envia THERM GmbH",,6749,Bitterfeld,DE,106,"Natural gas","Combined cycle",yes,2000,IPP,51.633861,12.299357,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0110,"RWE Generation SE",,44799,Bochum,DE,20.7,"Natural gas","Steam turbine",yes,2004,,51.48333333,7.216666667,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0111,"Stadtwerke Bochum Holding GmbH",,44805,Bochum,DE,44,"Natural gas","Steam turbine",yes,2013,,51.50795,7.25029,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0117b,"Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH",,53115,Bonn,DE,95,"Natural gas","Steam turbine",yes,2013,,50.73382,7.08055,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0118,"Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH",,53121,Bonn,DE,14.4,"Natural gas","Steam turbine",yes,,,50.73382,7.08055,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0129,"StWB Stadtwerke Brandenburg an der Havel GmbH & Co. KG",,14772,Brandenburg,DE,36,"Natural gas","Steam turbine",yes,1997,,51.512175,13.97109,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0130,"Uniper Kraftwerke GmbH ",,14774,Brandenburg,DE,160,"Natural gas","Combined cycle",no,1994,,52.394167,12.418056,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0135,"Braunschweiger Versorgungs-AG & Co. KG",,38106,Braunschweig,DE,20,"Natural gas","Combined cycle",yes,1971,CHP,52.278611,10.514722,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0136,"Braunschweiger Versorgungs-AG & Co. KG",,38106,Braunschweig,DE,74,"Natural gas","Combined cycle",yes,2010,CHP,52.278611,10.514722,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0137,"Braunschweiger Versorgungs-AG & Co. KG",,38112,Braunschweig,DE,25,"Natural gas","Gas turbine",yes,1965,,52.278611,10.514722,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0140,"swb Erzeugung GmbH & Co. KG","Hastedter Osterdeich 255",28207,Bremen,DE,155,"Natural gas","Steam turbine",yes,,,53.06008,8.87328,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0156b,"Egger Holzwerkstoffe Brilon GmbH & Co. KG","Im Kissen 19",59929,"Brilon ",DE,13.5,"Natural gas","Gas turbine",yes,1996,,51.40845951,8.599935409,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0172a,"Wacker Chemie AG","Johannes-Hess Straße 24",84489,Burghausen,DE,120,"Natural gas","Combined cycle",yes,2001,,48.186212,12.845768,11WD2BUKW000310A,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0172b,"Wacker Chemie AG","Johannes-Hess Straße 24",84489,Burghausen,DE,50,"Natural gas","Steam turbine",yes,1979,,48.186212,12.845768,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0174,"InfraServ GmbH & Co. Gendorf KG",,84508,Burgkirchen,DE,73.1,"Natural gas","Steam turbine",yes,2002,,48.17679,12.73056,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0178,"eins - energie in sachsen GmbH & Co. KG",,9114,Chemnitz,DE,57.2,"Natural gas","Steam turbine",yes,1986,,50.856981,12.923096,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0194,"Fernwärmeversorgungs-GmbH Dessau",,6842,Dessau-Roßlau,DE,39,"Natural gas","Steam turbine",yes,1996,,51.82685,12.23003,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0199,"RWE Generation SE",,41539,Dormagen,DE,586,"Natural gas","Combined cycle",yes,2000,IPP,51.07908,6.82871,11WD7BRAU5G-KW-N,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0202,"RWE Generation SE",,44143,Dortmund,DE,26,"Natural gas","Steam turbine",yes,2004,,51.51973,7.47697,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0207,"DREWAG Stadtwerke Dresden GmbH","Oederaner Str. 21 - 25",1169,"Dresden ",DE,260,"Natural gas","Combined cycle",yes,1995,,51.042119,13.708597,11WD8DRES5X---PZ,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0213,"Stadtwerke Duisburg AG","Wanheimer Straße 439-454",47249,Duisburg,DE,40,"Natural gas","Steam turbine",yes,2002,,51.390662,6.747783,,"Fossil fuels","Natural gas",,,,BNetzA/UBA
BNA0214,"Stadtwerke Duisburg AG","Wanheimer Straße 439-454",47249,Duisburg,DE,234,"Natural gas","Combined cycle",yes,2005,,51.390662,6.747783,11WD7RHAU5G-3--3,"Fossil fuels","Natural gas",,,,BNetzA/UBA
